dataset,instance,n,m,file
dinamica,DP-2500-3500,2500,3500,instances/dinamica/DP-2500-3500.txt
dinamica,DP-2500-4000,2500,4000,instances/dinamica/DP-2500-4000.txt
dinamica,DP-2500-4500,2500,4500,instances/dinamica/DP-2500-4500.txt
dinamica,DP-2500-5000,2500,5000,instances/dinamica/DP-2500-5000.txt
dinamica,DP-2500-5500,2500,5500,instances/dinamica/DP-2500-5500.txt
dinamica,DP-2500-6000,2500,6000,instances/dinamica/DP-2500-6000.txt
dinamica,DP-2500-6500,2500,6500,instances/dinamica/DP-2500-6500.txt
dinamica,DP-2500-7000,2500,7000,instances/dinamica/DP-2500-7000.txt
dinamica,DP-2500-7500,2500,7500,instances/dinamica/DP-2500-7500.txt
dinamica,DP-3000-1000,3000,1000,instances/dinamica/DP-3000-1000.txt
dinamica,DP-3000-1500,3000,1500,instances/dinamica/DP-3000-1500.txt
dinamica,DP-3000-2000,3000,2000,instances/dinamica/DP-3000-2000.txt
dinamica,DP-3000-2500,3000,2500,instances/dinamica/DP-3000-2500.txt
dinamica,DP-3000-3000,3000,3000,instances/dinamica/DP-3000-3000.txt
dinamica,DP-3000-3500,3000,3500,instances/dinamica/DP-3000-3500.txt
dinamica,DP-3000-4000,3000,4000,instances/dinamica/DP-3000-4000.txt
dinamica,DP-3000-4500,3000,4500,instances/dinamica/DP-3000-4500.txt
dinamica,DP-3000-5000,3000,5000,instances/dinamica/DP-3000-5000.txt
dinamica,DP-3000-5500,3000,5500,instances/dinamica/DP-3000-5500.txt
dinamica,DP-3000-6000,3000,6000,instances/dinamica/DP-3000-6000.txt
dinamica,DP-3000-6500,3000,6500,instances/dinamica/DP-3000-6500.txt
dinamica,DP-3000-7000,3000,7000,instances/dinamica/DP-3000-7000.txt
dinamica,DP-3000-7500,3000,7500,instances/dinamica/DP-3000-7500.txt
dinamica,DP-3500-1000,3500,1000,instances/dinamica/DP-3500-1000.txt
dinamica,DP-3500-1500,3500,1500,instances/dinamica/DP-3500-1500.txt
dinamica,DP-3500-2000,3500,2000,instances/dinamica/DP-3500-2000.txt
dinamica,DP-3500-2500,3500,2500,instances/dinamica/DP-3500-2500.txt
dinamica,DP-3500-3000,3500,3000,instances/dinamica/DP-3500-3000.txt
dinamica,DP-3500-3500,3500,3500,instances/dinamica/DP-3500-3500.txt
dinamica,DP-3500-4000,3500,4000,instances/dinamica/DP-3500-4000.txt
dinamica,DP-3500-4500,3500,4500,instances/dinamica/DP-3500-4500.txt
dinamica,DP-3500-5000,3500,5000,instances/dinamica/DP-3500-5000.txt
dinamica,DP-3500-5500,3500,5500,instances/dinamica/DP-3500-5500.txt
dinamica,DP-3500-6000,3500,6000,instances/dinamica/DP-3500-6000.txt
dinamica,DP-3500-6500,3500,6500,instances/dinamica/DP-3500-6500.txt
dinamica,DP-3500-7000,3500,7000,instances/dinamica/DP-3500-7000.txt
dinamica,DP-3500-7500,3500,7500,instances/dinamica/DP-3500-7500.txt
dinamica,DP-4000-1000,4000,1000,instances/dinamica/DP-4000-1000.txt
dinamica,DP-4000-1500,4000,1500,instances/dinamica/DP-4000-1500.txt
dinamica,DP-4000-2000,4000,2000,instances/dinamica/DP-4000-2000.txt
dinamica,DP-4000-2500,4000,2500,instances/dinamica/DP-4000-2500.txt
dinamica,DP-4000-3000,4000,3000,instances/dinamica/DP-4000-3000.txt
dinamica,DP-4000-3500,4000,3500,instances/dinamica/DP-4000-3500.txt
dinamica,DP-4000-4000,4000,4000,instances/dinamica/DP-4000-4000.txt
dinamica,DP-4000-4500,4000,4500,instances/dinamica/DP-4000-4500.txt
dinamica,DP-4000-5000,4000,5000,instances/dinamica/DP-4000-5000.txt
dinamica,DP-4000-5500,4000,5500,instances/dinamica/DP-4000-5500.txt
dinamica,DP-4000-6000,4000,6000,instances/dinamica/DP-4000-6000.txt
dinamica,DP-4000-6500,4000,6500,instances/dinamica/DP-4000-6500.txt
dinamica,DP-4000-7000,4000,7000,instances/dinamica/DP-4000-7000.txt
dinamica,DP-4000-7500,4000,7500,instances/dinamica/DP-4000-7500.txt
dinamica,DP-4500-1000,4500,1000,instances/dinamica/DP-4500-1000.txt
dinamica,DP-4500-1500,4500,1500,instances/dinamica/DP-4500-1500.txt
dinamica,DP-4500-2000,4500,2000,instances/dinamica/DP-4500-2000.txt
dinamica,DP-4500-2500,4500,2500,instances/dinamica/DP-4500-2500.txt
dinamica,DP-4500-3000,4500,3000,instances/dinamica/DP-4500-3000.txt
dinamica,DP-4500-3500,4500,3500,instances/dinamica/DP-4500-3500.txt
dinamica,DP-4500-4000,4500,4000,instances/dinamica/DP-4500-4000.txt
dinamica,DP-4500-4500,4500,4500,instances/dinamica/DP-4500-4500.txt
dinamica,DP-4500-5000,4500,5000,instances/dinamica/DP-4500-5000.txt
dinamica,DP-4500-5500,4500,5500,instances/dinamica/DP-4500-5500.txt
dinamica,DP-4500-6000,4500,6000,instances/dinamica/DP-4500-6000.txt
dinamica,DP-4500-6500,4500,6500,instances/dinamica/DP-4500-6500.txt
dinamica,DP-4500-7000,4500,7000,instances/dinamica/DP-4500-7000.txt
dinamica,DP-4500-7500,4500,7500,instances/dinamica/DP-4500-7500.txt
dinamica,DP-5000-1000,5000,1000,instances/dinamica/DP-5000-1000.txt
dinamica,DP-5000-1500,5000,1500,instances/dinamica/DP-5000-1500.txt
dinamica,DP-5000-2000,5000,2000,instances/dinamica/DP-5000-2000.txt
dinamica,DP-5000-2500,5000,2500,instances/dinamica/DP-5000-2500.txt
dinamica,DP-5000-3000,5000,3000,instances/dinamica/DP-5000-3000.txt
dinamica,DP-5000-3500,5000,3500,instances/dinamica/DP-5000-3500.txt
dinamica,DP-5000-4000,5000,4000,instances/dinamica/DP-5000-4000.txt
dinamica,DP-5000-4500,5000,4500,instances/dinamica/DP-5000-4500.txt
dinamica,DP-5000-5000,5000,5000,instances/dinamica/DP-5000-5000.txt
dinamica,DP-5000-5500,5000,5500,instances/dinamica/DP-5000-5500.txt
dinamica,DP-5000-6000,5000,6000,instances/dinamica/DP-5000-6000.txt
dinamica,DP-5000-6500,5000,6500,instances/dinamica/DP-5000-6500.txt
dinamica,DP-5000-7000,5000,7000,instances/dinamica/DP-5000-7000.txt
dinamica,DP-5000-7500,5000,7500,instances/dinamica/DP-5000-7500.txt
dinamica,DP-5500-1000,5500,1000,instances/dinamica/DP-5500-1000.txt
dinamica,DP-5500-1500,5500,1500,instances/dinamica/DP-5500-1500.txt
dinamica,DP-5500-2000,5500,2000,instances/dinamica/DP-5500-2000.txt
dinamica,DP-5500-2500,5500,2500,instances/dinamica/DP-5500-2500.txt
dinamica,DP-5500-3000,5500,3000,instances/dinamica/DP-5500-3000.txt
dinamica,DP-5500-3500,5500,3500,instances/dinamica/DP-5500-3500.txt
dinamica,DP-5500-4000,5500,4000,instances/dinamica/DP-5500-4000.txt
dinamica,DP-5500-4500,5500,4500,instances/dinamica/DP-5500-4500.txt
dinamica,DP-5500-5000,5500,5000,instances/dinamica/DP-5500-5000.txt
dinamica,DP-5500-5500,5500,5500,instances/dinamica/DP-5500-5500.txt
dinamica,DP-5500-6000,5500,6000,instances/dinamica/DP-5500-6000.txt
dinamica,DP-5500-6500,5500,6500,instances/dinamica/DP-5500-6500.txt
dinamica,DP-5500-7000,5500,7000,instances/dinamica/DP-5500-7000.txt
dinamica,DP-5500-7500,5500,7500,instances/dinamica/DP-5500-7500.txt
dinamica,DP-6000-1000,6000,1000,instances/dinamica/DP-6000-1000.txt
dinamica,DP-6000-1500,6000,1500,instances/dinamica/DP-6000-1500.txt
dinamica,DP-6000-2000,6000,2000,instances/dinamica/DP-6000-2000.txt
dinamica,DP-6000-2500,6000,2500,instances/dinamica/DP-6000-2500.txt
dinamica,DP-6000-3000,6000,3000,instances/dinamica/DP-6000-3000.txt
dinamica,DP-6000-3500,6000,3500,instances/dinamica/DP-6000-3500.txt
dinamica,DP-6000-4000,6000,4000,instances/dinamica/DP-6000-4000.txt
dinamica,DP-6000-4500,6000,4500,instances/dinamica/DP-6000-4500.txt
dinamica,DP-6000-5000,6000,5000,instances/dinamica/DP-6000-5000.txt
dinamica,DP-6000-5500,6000,5500,instances/dinamica/DP-6000-5500.txt
dinamica,DP-6000-6000,6000,6000,instances/dinamica/DP-6000-6000.txt
dinamica,DP-6000-6500,6000,6500,instances/dinamica/DP-6000-6500.txt
dinamica,DP-6000-7000,6000,7000,instances/dinamica/DP-6000-7000.txt
dinamica,DP-6000-7500,6000,7500,instances/dinamica/DP-6000-7500.txt
dinamica,DP-6500-1000,6500,1000,instances/dinamica/DP-6500-1000.txt
dinamica,DP-6500-1500,6500,1500,instances/dinamica/DP-6500-1500.txt
dinamica,DP-6500-2000,6500,2000,instances/dinamica/DP-6500-2000.txt
dinamica,DP-6500-2500,6500,2500,instances/dinamica/DP-6500-2500.txt
dinamica,DP-6500-3000,6500,3000,instances/dinamica/DP-6500-3000.txt
dinamica,DP-6500-3500,6500,3500,instances/dinamica/DP-6500-3500.txt
dinamica,DP-6500-4000,6500,4000,instances/dinamica/DP-6500-4000.txt
dinamica,DP-6500-4500,6500,4500,instances/dinamica/DP-6500-4500.txt
dinamica,DP-6500-5000,6500,5000,instances/dinamica/DP-6500-5000.txt
dinamica,DP-6500-5500,6500,5500,instances/dinamica/DP-6500-5500.txt
dinamica,DP-6500-6000,6500,6000,instances/dinamica/DP-6500-6000.txt
dinamica,DP-6500-6500,6500,6500,instances/dinamica/DP-6500-6500.txt
dinamica,DP-6500-7000,6500,7000,instances/dinamica/DP-6500-7000.txt
dinamica,DP-6500-7500,6500,7500,instances/dinamica/DP-6500-7500.txt
dinamica,DP-7000-1000,7000,1000,instances/dinamica/DP-7000-1000.txt
dinamica,DP-7000-1500,7000,1500,instances/dinamica/DP-7000-1500.txt
dinamica,DP-7000-2000,7000,2000,instances/dinamica/DP-7000-2000.txt
dinamica,DP-7000-2500,7000,2500,instances/dinamica/DP-7000-2500.txt
dinamica,DP-7000-3000,7000,3000,instances/dinamica/DP-7000-3000.txt
dinamica,DP-7000-3500,7000,3500,instances/dinamica/DP-7000-3500.txt
dinamica,DP-7000-4000,7000,4000,instances/dinamica/DP-7000-4000.txt
dinamica,DP-7000-4500,7000,4500,instances/dinamica/DP-7000-4500.txt
dinamica,DP-7000-5000,7000,5000,instances/dinamica/DP-7000-5000.txt
dinamica,DP-7000-5500,7000,5500,instances/dinamica/DP-7000-5500.txt
dinamica,DP-7000-6000,7000,6000,instances/dinamica/DP-7000-6000.txt
dinamica,DP-7000-6500,7000,6500,instances/dinamica/DP-7000-6500.txt
dinamica,DP-7000-7000,7000,7000,instances/dinamica/DP-7000-7000.txt
dinamica,DP-7000-7500,7000,7500,instances/dinamica/DP-7000-7500.txt
dinamica,DP-7500-1000,7500,1000,instances/dinamica/DP-7500-1000.txt
dinamica,DP-7500-1500,7500,1500,instances/dinamica/DP-7500-1500.txt
dinamica,DP-7500-2000,7500,2000,instances/dinamica/DP-7500-2000.txt
dinamica,DP-7500-2500,7500,2500,instances/dinamica/DP-7500-2500.txt
dinamica,DP-7500-3000,7500,3000,instances/dinamica/DP-7500-3000.txt
dinamica,DP-7500-3500,7500,3500,instances/dinamica/DP-7500-3500.txt
dinamica,DP-7500-4000,7500,4000,instances/dinamica/DP-7500-4000.txt
dinamica,DP-7500-4500,7500,4500,instances/dinamica/DP-7500-4500.txt
dinamica,DP-7500-5000,7500,5000,instances/dinamica/DP-7500-5000.txt
dinamica,DP-7500-5500,7500,5500,instances/dinamica/DP-7500-5500.txt
dinamica,DP-7500-6000,7500,6000,instances/dinamica/DP-7500-6000.txt
dinamica,DP-7500-6500,7500,6500,instances/dinamica/DP-7500-6500.txt
dinamica,DP-7500-7000,7500,7000,instances/dinamica/DP-7500-7000.txt
dinamica,DP-7500-7500,7500,7500,instances/dinamica/DP-7500-7500.txt
