dataset,instance,n,m,file
mejor-caso-bt,BT-MC-610,610,1000,instances/mejor-caso-bt/BT-MC-610.txt
mejor-caso-bt,BT-MC-620,620,1000,instances/mejor-caso-bt/BT-MC-620.txt
mejor-caso-bt,BT-MC-630,630,1000,instances/mejor-caso-bt/BT-MC-630.txt
mejor-caso-bt,BT-MC-640,640,1000,instances/mejor-caso-bt/BT-MC-640.txt
mejor-caso-bt,BT-MC-650,650,1000,instances/mejor-caso-bt/BT-MC-650.txt
mejor-caso-bt,BT-MC-660,660,1000,instances/mejor-caso-bt/BT-MC-660.txt
mejor-caso-bt,BT-MC-670,670,1000,instances/mejor-caso-bt/BT-MC-670.txt
mejor-caso-bt,BT-MC-680,680,1000,instances/mejor-caso-bt/BT-MC-680.txt
mejor-caso-bt,BT-MC-690,690,1000,instances/mejor-caso-bt/BT-MC-690.txt
mejor-caso-bt,BT-MC-700,700,1000,instances/mejor-caso-bt/BT-MC-700.txt
mejor-caso-bt,BT-MC-710,710,1000,instances/mejor-caso-bt/BT-MC-710.txt
mejor-caso-bt,BT-MC-720,720,1000,instances/mejor-caso-bt/BT-MC-720.txt
mejor-caso-bt,BT-MC-730,730,1000,instances/mejor-caso-bt/BT-MC-730.txt
mejor-caso-bt,BT-MC-740,740,1000,instances/mejor-caso-bt/BT-MC-740.txt
mejor-caso-bt,BT-MC-750,750,1000,instances/mejor-caso-bt/BT-MC-750.txt
mejor-caso-bt,BT-MC-760,760,1000,instances/mejor-caso-bt/BT-MC-760.txt
mejor-caso-bt,BT-MC-770,770,1000,instances/mejor-caso-bt/BT-MC-770.txt
mejor-caso-bt,BT-MC-780,780,1000,instances/mejor-caso-bt/BT-MC-780.txt
mejor-caso-bt,BT-MC-790,790,1000,instances/mejor-caso-bt/BT-MC-790.txt
mejor-caso-bt,BT-MC-800,800,1000,instances/mejor-caso-bt/BT-MC-800.txt
mejor-caso-bt,BT-MC-810,810,1000,instances/mejor-caso-bt/BT-MC-810.txt
mejor-caso-bt,BT-MC-820,820,1000,instances/mejor-caso-bt/BT-MC-820.txt
mejor-caso-bt,BT-MC-830,830,1000,instances/mejor-caso-bt/BT-MC-830.txt
mejor-caso-bt,BT-MC-840,840,1000,instances/mejor-caso-bt/BT-MC-840.txt
mejor-caso-bt,BT-MC-850,850,1000,instances/mejor-caso-bt/BT-MC-850.txt
mejor-caso-bt,BT-MC-860,860,1000,instances/mejor-caso-bt/BT-MC-860.txt
mejor-caso-bt,BT-MC-870,870,1000,instances/mejor-caso-bt/BT-MC-870.txt
mejor-caso-bt,BT-MC-880,880,1000,instances/mejor-caso-bt/BT-MC-880.txt
mejor-caso-bt,BT-MC-890,890,1000,instances/mejor-caso-bt/BT-MC-890.txt
mejor-caso-bt,BT-MC-900,900,1000,instances/mejor-caso-bt/BT-MC-900.txt
mejor-caso-bt,BT-MC-910,910,1000,instances/mejor-caso-bt/BT-MC-910.txt
mejor-caso-bt,BT-MC-920,920,1000,instances/mejor-caso-bt/BT-MC-920.txt
mejor-caso-bt,BT-MC-930,930,1000,instances/mejor-caso-bt/BT-MC-930.txt
mejor-caso-bt,BT-MC-940,940,1000,instances/mejor-caso-bt/BT-MC-940.txt
mejor-caso-bt,BT-MC-950,950,1000,instances/mejor-caso-bt/BT-MC-950.txt
mejor-caso-bt,BT-MC-960,960,1000,instances/mejor-caso-bt/BT-MC-960.txt
mejor-caso-bt,BT-MC-970,970,1000,instances/mejor-caso-bt/BT-MC-970.txt
mejor-caso-bt,BT-MC-980,980,1000,instances/mejor-caso-bt/BT-MC-980.txt
mejor-caso-bt,BT-MC-990,990,1000,instances/mejor-caso-bt/BT-MC-990.txt
mejor-caso-bt,BT-MC-1000,1000,1000,instances/mejor-caso-bt/BT-MC-1000.txt
mejor-caso-bt,BT-MC-1010,1010,1000,instances/mejor-caso-bt/BT-MC-1010.txt
mejor-caso-bt,BT-MC-1020,1020,1000,instances/mejor-caso-bt/BT-MC-1020.txt
mejor-caso-bt,BT-MC-1030,1030,1000,instances/mejor-caso-bt/BT-MC-1030.txt
mejor-caso-bt,BT-MC-1040,1040,1000,instances/mejor-caso-bt/BT-MC-1040.txt
mejor-caso-bt,BT-MC-1050,1050,1000,instances/mejor-caso-bt/BT-MC-1050.txt
mejor-caso-bt,BT-MC-1060,1060,1000,instances/mejor-caso-bt/BT-MC-1060.txt
mejor-caso-bt,BT-MC-1070,1070,1000,instances/mejor-caso-bt/BT-MC-1070.txt
mejor-caso-bt,BT-MC-1080,1080,1000,instances/mejor-caso-bt/BT-MC-1080.txt
mejor-caso-bt,BT-MC-1090,1090,1000,instances/mejor-caso-bt/BT-MC-1090.txt
mejor-caso-bt,BT-MC-1100,1100,1000,instances/mejor-caso-bt/BT-MC-1100.txt
mejor-caso-bt,BT-MC-1110,1110,1000,instances/mejor-caso-bt/BT-MC-1110.txt
mejor-caso-bt,BT-MC-1120,1120,1000,instances/mejor-caso-bt/BT-MC-1120.txt
mejor-caso-bt,BT-MC-1130,1130,1000,instances/mejor-caso-bt/BT-MC-1130.txt
mejor-caso-bt,BT-MC-1140,1140,1000,instances/mejor-caso-bt/BT-MC-1140.txt
mejor-caso-bt,BT-MC-1150,1150,1000,instances/mejor-caso-bt/BT-MC-1150.txt
mejor-caso-bt,BT-MC-1160,1160,1000,instances/mejor-caso-bt/BT-MC-1160.txt
mejor-caso-bt,BT-MC-1170,1170,1000,instances/mejor-caso-bt/BT-MC-1170.txt
mejor-caso-bt,BT-MC-1180,1180,1000,instances/mejor-caso-bt/BT-MC-1180.txt
mejor-caso-bt,BT-MC-1190,1190,1000,instances/mejor-caso-bt/BT-MC-1190.txt
mejor-caso-bt,BT-MC-1200,1200,1000,instances/mejor-caso-bt/BT-MC-1200.txt
mejor-caso-bt,BT-MC-1210,1210,1000,instances/mejor-caso-bt/BT-MC-1210.txt
mejor-caso-bt,BT-MC-1220,1220,1000,instances/mejor-caso-bt/BT-MC-1220.txt
mejor-caso-bt,BT-MC-1230,1230,1000,instances/mejor-caso-bt/BT-MC-1230.txt
mejor-caso-bt,BT-MC-1240,1240,1000,instances/mejor-caso-bt/BT-MC-1240.txt
mejor-caso-bt,BT-MC-1250,1250,1000,instances/mejor-caso-bt/BT-MC-1250.txt
mejor-caso-bt,BT-MC-1260,1260,1000,instances/mejor-caso-bt/BT-MC-1260.txt
mejor-caso-bt,BT-MC-1270,1270,1000,instances/mejor-caso-bt/BT-MC-1270.txt
mejor-caso-bt,BT-MC-1280,1280,1000,instances/mejor-caso-bt/BT-MC-1280.txt
mejor-caso-bt,BT-MC-1290,1290,1000,instances/mejor-caso-bt/BT-MC-1290.txt
mejor-caso-bt,BT-MC-1300,1300,1000,instances/mejor-caso-bt/BT-MC-1300.txt
mejor-caso-bt,BT-MC-1310,1310,1000,instances/mejor-caso-bt/BT-MC-1310.txt
mejor-caso-bt,BT-MC-1320,1320,1000,instances/mejor-caso-bt/BT-MC-1320.txt
mejor-caso-bt,BT-MC-1330,1330,1000,instances/mejor-caso-bt/BT-MC-1330.txt
mejor-caso-bt,BT-MC-1340,1340,1000,instances/mejor-caso-bt/BT-MC-1340.txt
mejor-caso-bt,BT-MC-1350,1350,1000,instances/mejor-caso-bt/BT-MC-1350.txt
mejor-caso-bt,BT-MC-1360,1360,1000,instances/mejor-caso-bt/BT-MC-1360.txt
mejor-caso-bt,BT-MC-1370,1370,1000,instances/mejor-caso-bt/BT-MC-1370.txt
mejor-caso-bt,BT-MC-1380,1380,1000,instances/mejor-caso-bt/BT-MC-1380.txt
mejor-caso-bt,BT-MC-1390,1390,1000,instances/mejor-caso-bt/BT-MC-1390.txt
mejor-caso-bt,BT-MC-1400,1400,1000,instances/mejor-caso-bt/BT-MC-1400.txt
mejor-caso-bt,BT-MC-1410,1410,1000,instances/mejor-caso-bt/BT-MC-1410.txt
mejor-caso-bt,BT-MC-1420,1420,1000,instances/mejor-caso-bt/BT-MC-1420.txt
mejor-caso-bt,BT-MC-1430,1430,1000,instances/mejor-caso-bt/BT-MC-1430.txt
mejor-caso-bt,BT-MC-1440,1440,1000,instances/mejor-caso-bt/BT-MC-1440.txt
mejor-caso-bt,BT-MC-1450,1450,1000,instances/mejor-caso-bt/BT-MC-1450.txt
mejor-caso-bt,BT-MC-1460,1460,1000,instances/mejor-caso-bt/BT-MC-1460.txt
mejor-caso-bt,BT-MC-1470,1470,1000,instances/mejor-caso-bt/BT-MC-1470.txt
mejor-caso-bt,BT-MC-1480,1480,1000,instances/mejor-caso-bt/BT-MC-1480.txt
mejor-caso-bt,BT-MC-1490,1490,1000,instances/mejor-caso-bt/BT-MC-1490.txt
mejor-caso-bt,BT-MC-1500,1500,1000,instances/mejor-caso-bt/BT-MC-1500.txt
mejor-caso-bt,BT-MC-1510,1510,1000,instances/mejor-caso-bt/BT-MC-1510.txt
mejor-caso-bt,BT-MC-1520,1520,1000,instances/mejor-caso-bt/BT-MC-1520.txt
mejor-caso-bt,BT-MC-1530,1530,1000,instances/mejor-caso-bt/BT-MC-1530.txt
mejor-caso-bt,BT-MC-1540,1540,1000,instances/mejor-caso-bt/BT-MC-1540.txt
mejor-caso-bt,BT-MC-1550,1550,1000,instances/mejor-caso-bt/BT-MC-1550.txt
mejor-caso-bt,BT-MC-1560,1560,1000,instances/mejor-caso-bt/BT-MC-1560.txt
mejor-caso-bt,BT-MC-1570,1570,1000,instances/mejor-caso-bt/BT-MC-1570.txt
mejor-caso-bt,BT-MC-1580,1580,1000,instances/mejor-caso-bt/BT-MC-1580.txt
mejor-caso-bt,BT-MC-1590,1590,1000,instances/mejor-caso-bt/BT-MC-1590.txt
mejor-caso-bt,BT-MC-1600,1600,1000,instances/mejor-caso-bt/BT-MC-1600.txt
mejor-caso-bt,BT-MC-1610,1610,1000,instances/mejor-caso-bt/BT-MC-1610.txt
mejor-caso-bt,BT-MC-1620,1620,1000,instances/mejor-caso-bt/BT-MC-1620.txt
mejor-caso-bt,BT-MC-1630,1630,1000,instances/mejor-caso-bt/BT-MC-1630.txt
mejor-caso-bt,BT-MC-1640,1640,1000,instances/mejor-caso-bt/BT-MC-1640.txt
mejor-caso-bt,BT-MC-1650,1650,1000,instances/mejor-caso-bt/BT-MC-1650.txt
mejor-caso-bt,BT-MC-1660,1660,1000,instances/mejor-caso-bt/BT-MC-1660.txt
mejor-caso-bt,BT-MC-1670,1670,1000,instances/mejor-caso-bt/BT-MC-1670.txt
mejor-caso-bt,BT-MC-1680,1680,1000,instances/mejor-caso-bt/BT-MC-1680.txt
mejor-caso-bt,BT-MC-1690,1690,1000,instances/mejor-caso-bt/BT-MC-1690.txt
mejor-caso-bt,BT-MC-1700,1700,1000,instances/mejor-caso-bt/BT-MC-1700.txt
mejor-caso-bt,BT-MC-1710,1710,1000,instances/mejor-caso-bt/BT-MC-1710.txt
mejor-caso-bt,BT-MC-1720,1720,1000,instances/mejor-caso-bt/BT-MC-1720.txt
mejor-caso-bt,BT-MC-1730,1730,1000,instances/mejor-caso-bt/BT-MC-1730.txt
mejor-caso-bt,BT-MC-1740,1740,1000,instances/mejor-caso-bt/BT-MC-1740.txt
mejor-caso-bt,BT-MC-1750,1750,1000,instances/mejor-caso-bt/BT-MC-1750.txt
mejor-caso-bt,BT-MC-1760,1760,1000,instances/mejor-caso-bt/BT-MC-1760.txt
mejor-caso-bt,BT-MC-1770,1770,1000,instances/mejor-caso-bt/BT-MC-1770.txt
mejor-caso-bt,BT-MC-1780,1780,1000,instances/mejor-caso-bt/BT-MC-1780.txt
mejor-caso-bt,BT-MC-1790,1790,1000,instances/mejor-caso-bt/BT-MC-1790.txt
mejor-caso-bt,BT-MC-1800,1800,1000,instances/mejor-caso-bt/BT-MC-1800.txt
mejor-caso-bt,BT-MC-1810,1810,1000,instances/mejor-caso-bt/BT-MC-1810.txt
mejor-caso-bt,BT-MC-1820,1820,1000,instances/mejor-caso-bt/BT-MC-1820.txt
mejor-caso-bt,BT-MC-1830,1830,1000,instances/mejor-caso-bt/BT-MC-1830.txt
mejor-caso-bt,BT-MC-1840,1840,1000,instances/mejor-caso-bt/BT-MC-1840.txt
mejor-caso-bt,BT-MC-1850,1850,1000,instances/mejor-caso-bt/BT-MC-1850.txt
mejor-caso-bt,BT-MC-1860,1860,1000,instances/mejor-caso-bt/BT-MC-1860.txt
mejor-caso-bt,BT-MC-1870,1870,1000,instances/mejor-caso-bt/BT-MC-1870.txt
mejor-caso-bt,BT-MC-1880,1880,1000,instances/mejor-caso-bt/BT-MC-1880.txt
mejor-caso-bt,BT-MC-1890,1890,1000,instances/mejor-caso-bt/BT-MC-1890.txt
mejor-caso-bt,BT-MC-1900,1900,1000,instances/mejor-caso-bt/BT-MC-1900.txt
mejor-caso-bt,BT-MC-1910,1910,1000,instances/mejor-caso-bt/BT-MC-1910.txt
mejor-caso-bt,BT-MC-1920,1920,1000,instances/mejor-caso-bt/BT-MC-1920.txt
mejor-caso-bt,BT-MC-1930,1930,1000,instances/mejor-caso-bt/BT-MC-1930.txt
mejor-caso-bt,BT-MC-1940,1940,1000,instances/mejor-caso-bt/BT-MC-1940.txt
mejor-caso-bt,BT-MC-1950,1950,1000,instances/mejor-caso-bt/BT-MC-1950.txt
mejor-caso-bt,BT-MC-1960,1960,1000,instances/mejor-caso-bt/BT-MC-1960.txt
mejor-caso-bt,BT-MC-1970,1970,1000,instances/mejor-caso-bt/BT-MC-1970.txt
mejor-caso-bt,BT-MC-1980,1980,1000,instances/mejor-caso-bt/BT-MC-1980.txt
mejor-caso-bt,BT-MC-1990,1990,1000,instances/mejor-caso-bt/BT-MC-1990.txt
mejor-caso-bt,BT-MC-2000,2000,1000,instances/mejor-caso-bt/BT-MC-2000.txt
mejor-caso-bt,BT-MC-2010,2010,1000,instances/mejor-caso-bt/BT-MC-2010.txt
mejor-caso-bt,BT-MC-2020,2020,1000,instances/mejor-caso-bt/BT-MC-2020.txt
mejor-caso-bt,BT-MC-2030,2030,1000,instances/mejor-caso-bt/BT-MC-2030.txt
mejor-caso-bt,BT-MC-2040,2040,1000,instances/mejor-caso-bt/BT-MC-2040.txt
mejor-caso-bt,BT-MC-2050,2050,1000,instances/mejor-caso-bt/BT-MC-2050.txt
mejor-caso-bt,BT-MC-2060,2060,1000,instances/mejor-caso-bt/BT-MC-2060.txt
mejor-caso-bt,BT-MC-2070,2070,1000,instances/mejor-caso-bt/BT-MC-2070.txt
mejor-caso-bt,BT-MC-2080,2080,1000,instances/mejor-caso-bt/BT-MC-2080.txt
mejor-caso-bt,BT-MC-2090,2090,1000,instances/mejor-caso-bt/BT-MC-2090.txt
mejor-caso-bt,BT-MC-2100,2100,1000,instances/mejor-caso-bt/BT-MC-2100.txt
mejor-caso-bt,BT-MC-2110,2110,1000,instances/mejor-caso-bt/BT-MC-2110.txt
mejor-caso-bt,BT-MC-2120,2120,1000,instances/mejor-caso-bt/BT-MC-2120.txt
mejor-caso-bt,BT-MC-2130,2130,1000,instances/mejor-caso-bt/BT-MC-2130.txt
mejor-caso-bt,BT-MC-2140,2140,1000,instances/mejor-caso-bt/BT-MC-2140.txt
mejor-caso-bt,BT-MC-2150,2150,1000,instances/mejor-caso-bt/BT-MC-2150.txt
mejor-caso-bt,BT-MC-2160,2160,1000,instances/mejor-caso-bt/BT-MC-2160.txt
mejor-caso-bt,BT-MC-2170,2170,1000,instances/mejor-caso-bt/BT-MC-2170.txt
mejor-caso-bt,BT-MC-2180,2180,1000,instances/mejor-caso-bt/BT-MC-2180.txt
mejor-caso-bt,BT-MC-2190,2190,1000,instances/mejor-caso-bt/BT-MC-2190.txt
mejor-caso-bt,BT-MC-2200,2200,1000,instances/mejor-caso-bt/BT-MC-2200.txt
mejor-caso-bt,BT-MC-2210,2210,1000,instances/mejor-caso-bt/BT-MC-2210.txt
mejor-caso-bt,BT-MC-2220,2220,1000,instances/mejor-caso-bt/BT-MC-2220.txt
mejor-caso-bt,BT-MC-2230,2230,1000,instances/mejor-caso-bt/BT-MC-2230.txt
mejor-caso-bt,BT-MC-2240,2240,1000,instances/mejor-caso-bt/BT-MC-2240.txt
mejor-caso-bt,BT-MC-2250,2250,1000,instances/mejor-caso-bt/BT-MC-2250.txt
mejor-caso-bt,BT-MC-2260,2260,1000,instances/mejor-caso-bt/BT-MC-2260.txt
mejor-caso-bt,BT-MC-2270,2270,1000,instances/mejor-caso-bt/BT-MC-2270.txt
mejor-caso-bt,BT-MC-2280,2280,1000,instances/mejor-caso-bt/BT-MC-2280.txt
mejor-caso-bt,BT-MC-2290,2290,1000,instances/mejor-caso-bt/BT-MC-2290.txt
mejor-caso-bt,BT-MC-2300,2300,1000,instances/mejor-caso-bt/BT-MC-2300.txt
mejor-caso-bt,BT-MC-2310,2310,1000,instances/mejor-caso-bt/BT-MC-2310.txt
mejor-caso-bt,BT-MC-2320,2320,1000,instances/mejor-caso-bt/BT-MC-2320.txt
mejor-caso-bt,BT-MC-2330,2330,1000,instances/mejor-caso-bt/BT-MC-2330.txt
mejor-caso-bt,BT-MC-2340,2340,1000,instances/mejor-caso-bt/BT-MC-2340.txt
mejor-caso-bt,BT-MC-2350,2350,1000,instances/mejor-caso-bt/BT-MC-2350.txt
mejor-caso-bt,BT-MC-2360,2360,1000,instances/mejor-caso-bt/BT-MC-2360.txt
mejor-caso-bt,BT-MC-2370,2370,1000,instances/mejor-caso-bt/BT-MC-2370.txt
mejor-caso-bt,BT-MC-2380,2380,1000,instances/mejor-caso-bt/BT-MC-2380.txt
mejor-caso-bt,BT-MC-2390,2390,1000,instances/mejor-caso-bt/BT-MC-2390.txt
mejor-caso-bt,BT-MC-2400,2400,1000,instances/mejor-caso-bt/BT-MC-2400.txt
mejor-caso-bt,BT-MC-2410,2410,1000,instances/mejor-caso-bt/BT-MC-2410.txt
mejor-caso-bt,BT-MC-2420,2420,1000,instances/mejor-caso-bt/BT-MC-2420.txt
mejor-caso-bt,BT-MC-2430,2430,1000,instances/mejor-caso-bt/BT-MC-2430.txt
mejor-caso-bt,BT-MC-2440,2440,1000,instances/mejor-caso-bt/BT-MC-2440.txt
mejor-caso-bt,BT-MC-2450,2450,1000,instances/mejor-caso-bt/BT-MC-2450.txt
mejor-caso-bt,BT-MC-2460,2460,1000,instances/mejor-caso-bt/BT-MC-2460.txt
mejor-caso-bt,BT-MC-2470,2470,1000,instances/mejor-caso-bt/BT-MC-2470.txt
mejor-caso-bt,BT-MC-2480,2480,1000,instances/mejor-caso-bt/BT-MC-2480.txt
mejor-caso-bt,BT-MC-2490,2490,1000,instances/mejor-caso-bt/BT-MC-2490.txt
mejor-caso-bt,BT-MC-2500,2500,1000,instances/mejor-caso-bt/BT-MC-2500.txt
mejor-caso-bt,BT-MC-2510,2510,1000,instances/mejor-caso-bt/BT-MC-2510.txt
mejor-caso-bt,BT-MC-2520,2520,1000,instances/mejor-caso-bt/BT-MC-2520.txt
mejor-caso-bt,BT-MC-2530,2530,1000,instances/mejor-caso-bt/BT-MC-2530.txt
mejor-caso-bt,BT-MC-2540,2540,1000,instances/mejor-caso-bt/BT-MC-2540.txt
mejor-caso-bt,BT-MC-2550,2550,1000,instances/mejor-caso-bt/BT-MC-2550.txt
mejor-caso-bt,BT-MC-2560,2560,1000,instances/mejor-caso-bt/BT-MC-2560.txt
mejor-caso-bt,BT-MC-2570,2570,1000,instances/mejor-caso-bt/BT-MC-2570.txt
mejor-caso-bt,BT-MC-2580,2580,1000,instances/mejor-caso-bt/BT-MC-2580.txt
mejor-caso-bt,BT-MC-2590,2590,1000,instances/mejor-caso-bt/BT-MC-2590.txt
mejor-caso-bt,BT-MC-2600,2600,1000,instances/mejor-caso-bt/BT-MC-2600.txt
mejor-caso-bt,BT-MC-2610,2610,1000,instances/mejor-caso-bt/BT-MC-2610.txt
mejor-caso-bt,BT-MC-2620,2620,1000,instances/mejor-caso-bt/BT-MC-2620.txt
mejor-caso-bt,BT-MC-2630,2630,1000,instances/mejor-caso-bt/BT-MC-2630.txt
mejor-caso-bt,BT-MC-2640,2640,1000,instances/mejor-caso-bt/BT-MC-2640.txt
mejor-caso-bt,BT-MC-2650,2650,1000,instances/mejor-caso-bt/BT-MC-2650.txt
mejor-caso-bt,BT-MC-2660,2660,1000,instances/mejor-caso-bt/BT-MC-2660.txt
mejor-caso-bt,BT-MC-2670,2670,1000,instances/mejor-caso-bt/BT-MC-2670.txt
mejor-caso-bt,BT-MC-2680,2680,1000,instances/mejor-caso-bt/BT-MC-2680.txt
mejor-caso-bt,BT-MC-2690,2690,1000,instances/mejor-caso-bt/BT-MC-2690.txt
mejor-caso-bt,BT-MC-2700,2700,1000,instances/mejor-caso-bt/BT-MC-2700.txt
mejor-caso-bt,BT-MC-2710,2710,1000,instances/mejor-caso-bt/BT-MC-2710.txt
mejor-caso-bt,BT-MC-2720,2720,1000,instances/mejor-caso-bt/BT-MC-2720.txt
mejor-caso-bt,BT-MC-2730,2730,1000,instances/mejor-caso-bt/BT-MC-2730.txt
mejor-caso-bt,BT-MC-2740,2740,1000,instances/mejor-caso-bt/BT-MC-2740.txt
mejor-caso-bt,BT-MC-2750,2750,1000,instances/mejor-caso-bt/BT-MC-2750.txt
mejor-caso-bt,BT-MC-2760,2760,1000,instances/mejor-caso-bt/BT-MC-2760.txt
mejor-caso-bt,BT-MC-2770,2770,1000,instances/mejor-caso-bt/BT-MC-2770.txt
mejor-caso-bt,BT-MC-2780,2780,1000,instances/mejor-caso-bt/BT-MC-2780.txt
mejor-caso-bt,BT-MC-2790,2790,1000,instances/mejor-caso-bt/BT-MC-2790.txt
mejor-caso-bt,BT-MC-2800,2800,1000,instances/mejor-caso-bt/BT-MC-2800.txt
mejor-caso-bt,BT-MC-2810,2810,1000,instances/mejor-caso-bt/BT-MC-2810.txt
mejor-caso-bt,BT-MC-2820,2820,1000,instances/mejor-caso-bt/BT-MC-2820.txt
mejor-caso-bt,BT-MC-2830,2830,1000,instances/mejor-caso-bt/BT-MC-2830.txt
mejor-caso-bt,BT-MC-2840,2840,1000,instances/mejor-caso-bt/BT-MC-2840.txt
mejor-caso-bt,BT-MC-2850,2850,1000,instances/mejor-caso-bt/BT-MC-2850.txt
